Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4,50.5000,3,54.0000,41,1490.5528,0.0000,0.0066,0.0000,0.0,3,2,2,1,2,3,0,0
9,124.1250,0,0.0000,35,1988.6583,0.0089,0.0307,0.0000,0.0,3,2,2,3,2,3,0,0
0,0.0000,0,0.0000,8,148.7500,0.0000,0.0250,0.0000,0.0,3,2,4,3,2,3,1,0
0,0.0000,0,0.0000,2,134.0000,0.0000,0.1000,0.0000,0.0,3,3,2,7,9,3,1,0
1,5.0000,0,0.0000,16,191.0714,0.0000,0.0125,0.0000,0.0,3,2,4,1,10,3,0,0
0,0.0000,1,0.0000,16,222.0000,0.0250,0.0313,0.0000,0.0,3,1,2,1,2,3,0,0
2,47.5000,0,0.0000,5,116.5000,0.0000,0.0057,0.0000,0.0,3,3,2,5,2,3,1,0
0,0.0000,0,0.0000,3,190.0000,0.0000,0.0667,0.0000,0.0,3,2,7,4,3,3,1,0
0,0.0000,0,0.0000,68,809.2456,0.0030,0.0060,109.9124,0.0,3,2,5,4,2,3,0,1
0,0.0000,0,0.0000,8,262.1667,0.0000,0.0208,0.0000,0.0,3,2,2,2,2,3,0,0
0,0.0000,0,0.0000,4,22.0000,0.0500,0.1000,0.0000,0.0,3,2,4,6,3,3,1,0
4,55.3258,0,0.0000,11,234.9924,0.0000,0.0182,0.0000,0.0,3,2,2,3,1,3,0,0
0,0.0000,0,0.0000,8,258.0000,0.0250,0.0750,0.0000,0.0,3,2,2,3,1,3,0,0
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.0,3,2,4,1,1,3,0,0
1,185.0000,6,263.0000,6,133.3333,0.0000,0.0192,0.0000,0.0,3,3,2,3,3,3,0,0
13,241.7667,0,0.0000,12,255.3000,0.0020,0.0367,0.0000,0.0,3,2,2,8,2,3,0,0
5,145.5000,0,0.0000,96,1524.7484,0.0000,0.0072,0.0000,0.0,3,2,2,9,2,3,0,0
2,160.0000,0,0.0000,17,1306.6667,0.0105,0.0140,0.0000,0.0,3,3,2,2,3,3,0,0
2,28.6667,0,0.0000,12,224.1667,0.0000,0.0233,44.7347,0.0,3,3,2,6,2,3,0,1
0,0.0000,0,0.0000,24,473.6833,0.0083,0.0095,0.0000,0.0,3,3,2,3,1,3,0,0
6,253.0000,0,0.0000,21,686.4000,0.0038,0.0122,0.0000,0.0,3,1,1,3,3,3,0,0
0,0.0000,0,0.0000,4,80.0000,0.0500,0.0750,0.0000,0.0,3,3,2,4,1,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.0000,0.2000,0.0000,0.0,3,2,2,1,2,3,0,0
0,0.0000,0,0.0000,1,61.0000,0.0000,0.1000,0.0000,0.0,3,3,2,4,15,3,1,0
2,220.3333,1,70.5000,75,3537.9917,0.0117,0.0274,5.7710,0.0,3,2,2,6,1,3,0,0
7,445.3333,1,135.5000,52,1896.2722,0.0053,0.0132,3.7957,0.0,3,3,2,6,1,3,0,0
2,50.0000,0,0.0000,29,598.2976,0.0000,0.0167,0.0000,0.0,3,2,6,3,1,3,0,0
0,0.0000,0,0.0000,10,127.5000,0.0000,0.0200,0.0000,0.0,3,3,2,1,10,3,0,0
5,76.0000,0,0.0000,7,154.0000,0.0000,0.0056,0.0000,0.0,3,1,2,3,2,2,1,0
13,654.7750,8,604.8000,160,5349.5637,0.0011,0.0018,17.3489,0.0,3,2,2,1,2,3,1,1
0,0.0000,0,0.0000,1,0.0000,0.0000,0.1000,0.0000,0.0,3,2,2,2,6,3,0,0
0,0.0000,0,0.0000,3,77.0000,0.0000,0.0667,0.0000,0.0,3,4,2,6,1,3,0,0
0,0.0000,0,0.0000,7,98.5000,0.0714,0.1000,0.0000,0.0,3,1,1,6,1,3,0,0
0,0.0000,0,0.0000,12,810.0000,0.0000,0.0167,0.0000,0.0,3,2,2,6,10,3,0,0
0,0.0000,0,0.0000,3,903.0000,0.0000,0.0667,0.0000,0.0,3,2,2,1,1,3,0,0
5,87.0000,0,0.0000,86,2973.0083,0.0022,0.0157,0.0000,0.0,3,2,2,8,1,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,3,2,5,2,3,3,0,0
2,17.0000,0,0.0000,7,1093.0000,0.0375,0.1125,0.0000,0.0,3,2,2,3,1,3,0,0
0,0.0000,0,0.0000,3,137.0000,0.0000,0.1000,0.0000,0.0,3,2,2,3,2,3,0,0
0,0.0000,0,0.0000,8,136.7500,0.0050,0.1050,0.0000,0.0,3,2,2,2,10,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,3,3,2,3,1,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,3,2,4,1,1,3,0,0
3,96.0000,0,0.0000,6,384.0000,0.0000,0.0250,0.0000,0.0,3,3,2,1,2,2,0,0
0,0.0000,0,0.0000,9,125.0000,0.0000,0.0222,0.0000,0.0,3,2,2,3,1,3,0,0
0,0.0000,0,0.0000,2,44.0000,0.0000,0.0500,0.0000,0.0,3,2,4,1,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,3,2,5,1,3,3,0,0
4,35.1250,0,0.0000,31,1975.4583,0.0000,0.0100,0.0000,0.0,3,2,2,3,3,2,1,0
4,71.5000,0,0.0000,42,758.7500,0.0044,0.0156,0.0000,0.0,3,2,5,2,2,3,0,0
9,222.5000,2,46.6667,20,1267.1556,0.0015,0.0180,16.1728,0.0,3,2,2,3,2,3,0,1
4,200.8333,0,0.0000,18,381.3333,0.0000,0.0091,0.0000,0.0,3,2,4,7,2,2,1,0
2,33.5000,1,91.0000,31,1271.8212,0.0000,0.0115,1.5928,0.0,3,1,8,4,1,3,0,1
0,0.0000,0,0.0000,32,827.6462,0.0000,0.0006,54.6763,0.0,3,2,2,7,2,3,0,1
0,0.0000,0,0.0000,5,36.0000,0.1500,0.1625,0.0000,0.0,3,3,2,3,1,3,0,0
7,120.5000,0,0.0000,19,1011.5000,0.0000,0.0095,0.0000,0.0,3,2,2,1,1,3,0,0
5,243.6667,1,415.0000,20,1267.2333,0.0000,0.0100,91.9800,0.0,3,1,1,3,1,3,0,1
5,53.0000,1,97.0000,66,4891.9722,0.0000,0.0022,0.0000,0.0,3,2,2,8,1,3,0,0
0,0.0000,0,0.0000,27,694.3036,0.0000,0.0077,11.9926,0.0,3,1,1,1,2,3,1,1
4,148.5000,1,118.0000,150,4764.4300,0.0000,0.0056,33.3307,0.0,3,2,2,5,2,3,0,0
0,0.0000,0,0.0000,31,1350.5000,0.0065,0.0161,0.0000,0.0,3,2,5,2,2,3,0,0
0,0.0000,1,56.0000,17,1385.8333,0.0059,0.0176,39.8587,0.0,3,2,2,1,2,3,0,1
1,6.0000,0,0.0000,15,500.0000,0.0267,0.0733,19.9960,0.0,3,2,2,3,1,3,0,1
2,26.0000,0,0.0000,22,285.9881,0.0000,0.0125,0.0000,0.0,3,1,1,6,8,3,0,0
1,6.0000,0,0.0000,6,45.5000,0.0571,0.1143,0.0000,0.0,3,1,1,3,3,3,0,0
5,129.5000,0,0.0000,13,1507.3333,0.0167,0.0281,0.0000,0.0,3,2,2,3,2,3,0,0
3,223.0000,1,24.0000,27,1460.5667,0.0000,0.0067,0.0000,0.0,3,2,2,8,2,2,1,0
0,0.0000,0,0.0000,4,214.0000,0.0000,0.0500,0.0000,0.0,3,2,2,3,3,3,0,0
0,0.0000,0,0.0000,6,136.5000,0.0000,0.0333,0.0000,0.0,3,3,3,1,2,3,0,0
0,0.0000,0,0.0000,6,254.0000,0.0250,0.0875,0.0000,0.0,3,1,1,6,10,3,0,0
1,5.0000,0,0.0000,13,545.5714,0.0133,0.0208,26.1202,0.0,3,2,2,3,2,3,1,1
2,91.0000,3,865.0000,27,1244.8333,0.0000,0.0069,0.0000,0.0,3,2,2,1,2,2,1,0
1,78.0000,0,0.0000,21,555.8944,0.0000,0.0024,24.7505,0.0,3,1,1,1,2,2,0,1
0,0.0000,0,0.0000,19,429.6333,0.0000,0.0053,0.0000,0.0,3,2,4,1,3,3,1,0
0,0.0000,0,0.0000,10,111.0000,0.0000,0.0200,0.0000,0.0,3,2,4,7,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,3,3,2,1,3,3,1,0
3,46.5000,0,0.0000,16,402.6905,0.0000,0.0125,0.0000,0.0,3,2,4,1,1,3,1,0
0,0.0000,0,0.0000,15,292.6944,0.0000,0.0051,54.9800,0.0,5,3,2,4,4,3,0,1
0,0.0000,0,0.0000,24,654.0667,0.0000,0.0014,0.0000,0.8,5,3,2,1,2,3,0,0
2,254.0000,1,39.0000,95,4990.9595,0.0041,0.0153,5.6381,0.0,5,2,2,1,6,3,0,1
0,0.0000,0,0.0000,4,158.0000,0.0500,0.1000,0.0000,0.0,5,2,2,4,13,3,0,0
0,0.0000,0,0.0000,77,3332.2083,0.0020,0.0247,0.0000,0.6,5,2,2,3,6,3,0,0
0,0.0000,0,0.0000,130,4164.9369,0.0062,0.0123,0.0000,0.0,5,3,2,6,13,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,1,3,3,0,0
5,85.6667,0,0.0000,25,1194.5000,0.0000,0.0077,11.5192,0.0,5,2,2,1,2,2,0,1
3,154.5000,0,0.0000,21,638.3333,0.0000,0.0472,0.0000,0.0,5,2,5,4,4,3,0,0
0,0.0000,0,0.0000,13,152.2500,0.0308,0.0256,0.0000,0.0,5,1,2,5,2,3,0,0
0,0.0000,0,0.0000,17,631.5000,0.0118,0.0647,0.0000,0.8,5,2,2,1,13,3,0,0
0,0.0000,0,0.0000,9,58.0000,0.1556,0.1778,0.0000,0.0,5,1,1,1,3,3,1,0
7,598.0000,3,144.5000,83,6860.6327,0.0115,0.0393,0.0000,0.4,5,2,2,1,2,3,0,0
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.6,5,1,1,1,3,3,0,0
1,3.0000,0,0.0000,28,271.1250,0.0000,0.0026,0.0000,0.0,5,4,2,1,3,2,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,1,6,3,0,0
1,7.0000,0,0.0000,151,2564.2782,0.0092,0.0211,0.0000,0.6,5,1,1,1,15,3,0,0
0,0.0000,0,0.0000,12,896.5000,0.0083,0.0250,14.6895,0.6,5,2,5,1,5,3,0,1
3,226.9545,0,0.0000,57,4895.0230,0.0033,0.0233,0.0000,0.0,5,2,2,1,13,3,0,0
6,97.8824,2,9.0000,58,2293.5990,0.0084,0.0340,6.7485,0.0,5,2,2,7,4,3,0,1
4,515.6000,0,0.0000,77,1449.6833,0.0000,0.0026,0.0000,0.0,5,2,2,4,2,3,0,0
1,397.5000,3,89.5000,8,249.0000,0.0667,0.0917,0.0000,0.0,5,3,2,1,6,3,1,0
2,16.5000,0,0.0000,5,37.5000,0.0000,0.0333,0.0000,0.0,5,2,2,1,3,3,0,0
2,30.0000,0,0.0000,10,121.0000,0.0167,0.0250,0.0000,0.0,5,3,6,3,3,2,0,0
6,60.0000,1,30.0000,51,1403.8419,0.0036,0.0091,20.2454,0.0,5,2,4,1,2,3,0,0
0,0.0000,0,0.0000,8,227.0000,0.0250,0.0500,0.0000,0.0,5,3,2,6,13,3,0,0
0,0.0000,0,0.0000,8,228.0000,0.0250,0.0750,0.0000,0.0,5,2,2,3,3,3,0,0
1,22.7500,0,0.0000,16,461.0833,0.0000,0.0115,17.9910,0.0,5,2,2,1,4,3,0,0
0,0.0000,0,0.0000,2,12.0000,0.0000,0.1000,0.0000,0.0,5,1,1,1,3,3,1,0
4,46.5000,0,0.0000,34,762.5000,0.0000,0.0135,0.0000,0.6,5,2,2,1,4,3,0,0
0,0.0000,0,0.0000,5,74.5000,0.0000,0.0800,0.0000,0.6,5,1,1,1,3,3,0,0
3,27.0000,0,0.0000,21,898.0000,0.0154,0.0423,10.9472,0.6,5,2,2,1,3,3,0,1
3,23.0000,0,0.0000,5,91.0000,0.0000,0.0125,0.0000,0.0,5,2,2,6,18,3,1,0
0,0.0000,0,0.0000,19,583.1667,0.0105,0.0307,0.0000,0.8,5,2,4,1,3,3,0,0
3,62.0000,0,0.0000,13,392.9286,0.0125,0.0250,0.0000,0.0,5,3,2,3,2,2,0,0
2,102.0000,0,0.0000,13,177.5000,0.0000,0.0267,0.0000,0.0,5,2,2,4,3,2,1,0
0,0.0000,0,0.0000,13,436.0000,0.0308,0.0795,0.0000,0.6,5,1,1,4,2,3,0,0
3,61.0000,0,0.0000,79,2819.9667,0.0061,0.0244,0.0000,0.0,5,2,2,1,13,3,0,0
0,0.0000,0,0.0000,2,4.0000,0.0000,0.1000,0.0000,0.8,5,2,5,4,1,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,4,1,3,3,0,0
0,0.0000,0,0.0000,23,1888.5000,0.0000,0.0087,46.0064,0.0,5,2,2,4,4,2,1,1
7,238.4667,7,300.9000,33,1801.3714,0.0055,0.0404,8.0827,0.0,5,2,1,1,4,3,1,0
1,92.0000,0,0.0000,117,13158.6667,0.0069,0.0418,0.0000,0.0,5,2,6,4,4,3,1,0
0,0.0000,0,0.0000,6,140.0000,0.0000,0.0333,0.0000,0.0,5,2,6,3,6,3,0,0
0,0.0000,0,0.0000,5,252.5000,0.0000,0.0200,0.0000,0.0,5,2,2,2,2,3,0,0
0,0.0000,0,0.0000,12,666.0000,0.0000,0.0182,0.0000,0.0,5,2,4,8,2,3,0,0
0,0.0000,0,0.0000,36,851.3333,0.0108,0.0324,0.0000,0.2,5,4,1,1,4,3,0,0
0,0.0000,0,0.0000,18,224.0000,0.0118,0.0225,0.0000,0.2,5,1,2,3,4,3,0,0
0,0.0000,0,0.0000,13,253.3333,0.0308,0.0731,0.0000,0.8,5,2,2,5,3,3,0,0
9,175.9333,0,0.0000,28,717.2190,0.0059,0.0171,0.0000,1.0,5,2,2,5,4,3,1,0
0,0.0000,0,0.0000,22,370.3333,0.0182,0.0545,0.0000,0.6,5,2,2,4,13,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,1,3,3,1,0
4,47.0000,0,0.0000,29,5198.5333,0.0000,0.0199,0.0000,0.0,5,2,4,2,2,3,0,0
4,92.0000,0,0.0000,19,1148.8381,0.0121,0.0253,32.0651,0.0,5,3,2,3,3,3,0,0
1,4.0000,0,0.0000,13,152.6667,0.0333,0.0833,0.0000,0.0,5,2,2,3,6,3,0,0
0,0.0000,0,0.0000,6,474.0000,0.0000,0.0167,0.0000,0.0,5,2,4,1,2,2,1,0
0,0.0000,0,0.0000,15,907.5000,0.0067,0.0311,0.0000,0.6,5,2,2,7,2,3,0,0
0,0.0000,0,0.0000,12,505.3333,0.0833,0.1234,0.0000,0.4,5,2,2,1,6,3,0,0
0,0.0000,0,0.0000,20,497.0000,0.0150,0.0454,0.0000,0.0,5,3,2,1,1,3,0,0
2,675.3333,0,0.0000,46,1103.9167,0.0000,0.0041,0.0000,0.8,5,2,4,4,4,3,0,0
0,0.0000,0,0.0000,4,0.0000,0.2000,0.2000,0.0000,0.6,5,3,2,4,3,3,0,0
2,37.0000,1,18.0000,25,430.5000,0.0000,0.0071,0.0000,0.0,5,2,2,2,2,3,1,0
2,129.0000,0,0.0000,31,866.7000,0.0118,0.0341,18.1115,0.0,5,3,2,6,1,3,0,1
0,0.0000,0,0.0000,21,1492.1667,0.0238,0.0556,0.0000,0.0,5,2,2,3,2,3,0,0
0,0.0000,0,0.0000,7,17.0000,0.0857,0.1429,0.0000,0.0,5,2,4,3,3,3,0,0
0,0.0000,0,0.0000,7,137.5000,0.0000,0.0333,0.0000,0.6,5,2,2,1,3,3,0,0
0,0.0000,0,0.0000,20,950.3286,0.0721,0.0865,0.0000,1.0,5,2,2,4,1,3,1,0
0,0.0000,0,0.0000,2,7.0000,0.0000,0.1000,0.0000,0.8,5,1,1,1,3,3,0,0
0,0.0000,0,0.0000,18,286.0000,0.0111,0.0611,0.0000,0.8,5,2,2,9,3,3,0,0
2,144.0000,0,0.0000,25,1711.3333,0.0000,0.0080,0.0000,0.0,5,2,2,1,1,3,0,0
1,6.0000,0,0.0000,45,2487.3333,0.0186,0.0667,0.0000,0.0,5,2,2,7,11,3,0,0
0,0.0000,0,0.0000,5,829.5000,0.0000,0.0400,0.0000,0.0,5,2,2,3,2,3,1,0
1,0.0000,0,0.0000,7,88.0000,0.0625,0.1167,0.0000,0.8,5,3,2,1,6,3,0,0
7,89.5000,0,0.0000,26,1163.3333,0.0000,0.0094,26.9831,0.0,5,3,2,3,4,2,0,1
3,91.7500,0,0.0000,20,1171.3333,0.0032,0.0186,0.0000,0.0,5,3,2,2,4,3,1,0
0,0.0000,0,0.0000,8,149.0000,0.1333,0.1556,0.0000,0.8,5,2,2,7,3,3,0,0
1,81.0000,0,0.0000,12,131.5000,0.0000,0.0031,0.0000,1.0,5,3,2,1,4,3,1,0
0,0.0000,0,0.0000,4,81.5000,0.0000,0.0250,0.0000,0.0,5,1,1,2,4,3,1,0
3,296.0000,0,0.0000,9,394.5000,0.0000,0.0056,28.3983,0.0,5,2,2,8,2,2,1,1
0,0.0000,0,0.0000,17,336.0000,0.0000,0.0188,0.0000,0.8,5,2,2,1,4,3,0,0
0,0.0000,0,0.0000,21,452.7976,0.0000,0.0230,16.8251,0.0,5,1,1,1,4,3,0,1
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.6,5,2,2,1,1,3,0,0
3,269.1667,0,0.0000,36,2281.2083,0.0229,0.0462,0.0000,0.0,5,3,2,6,4,3,0,0
3,168.7500,0,0.0000,36,1262.8333,0.0000,0.0041,20.3945,0.0,5,2,2,3,4,3,1,1
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,4,3,3,0,0
0,0.0000,0,0.0000,1,643.0000,0.1333,0.1500,0.0000,0.0,5,2,2,1,5,3,0,0
0,0.0000,0,0.0000,6,189.0000,0.0667,0.1167,0.0000,0.4,5,2,6,1,3,3,0,0
3,430.8333,1,262.0000,49,2338.5678,0.0235,0.0289,9.6095,0.6,5,3,2,4,4,3,0,1
0,0.0000,0,0.0000,6,181.0000,0.0000,0.0167,0.0000,0.0,5,3,2,1,3,3,0,0
0,0.0000,0,0.0000,24,597.8333,0.0083,0.0208,0.0000,0.4,5,2,2,2,1,3,0,0
7,150.5000,0,0.0000,28,549.0833,0.0000,0.0136,2.6633,0.0,5,1,1,1,2,3,0,1
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,3,2,3,1,3,0,0
0,0.0000,0,0.0000,10,170.0000,0.0400,0.1000,0.0000,0.0,5,2,2,6,3,3,0,0
2,53.0000,0,0.0000,4,46.0000,0.0267,0.0560,0.0000,0.4,5,3,2,1,2,3,0,0
3,102.0000,2,108.0000,51,1742.3252,0.0036,0.0092,0.0000,0.0,5,1,1,1,2,3,1,0
5,47.5000,0,0.0000,40,787.2000,0.0000,0.0121,2.7829,0.4,5,2,2,4,4,3,0,0
0,0.0000,0,0.0000,33,1239.5000,0.0706,0.0951,0.0000,1.0,5,2,2,1,2,3,1,0
5,724.5000,0,0.0000,23,867.3333,0.0000,0.0008,59.9880,0.0,5,1,1,1,2,3,0,1
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,1,13,3,1,0
0,0.0000,1,0.0000,124,4093.4305,0.0058,0.0435,0.0000,0.0,5,2,2,8,13,3,0,0
1,7.5000,0,0.0000,19,216.1667,0.0381,0.0587,0.0000,0.6,5,2,5,1,3,3,0,0
1,28.0000,4,162.0000,23,659.0833,0.0136,0.0204,21.1163,0.0,5,2,2,8,1,3,0,0
4,130.5000,2,51.0000,43,2265.5292,0.0040,0.0040,14.7920,0.0,5,3,2,4,2,3,0,0
0,0.0000,0,0.0000,8,729.0000,0.0417,0.0708,0.0000,0.4,5,2,2,8,1,3,0,0
0,0.0000,0,0.0000,23,1299.5000,0.0348,0.0696,0.0000,0.6,5,2,2,1,4,3,0,0
0,0.0000,0,0.0000,6,103.0000,0.0000,0.0500,0.0000,0.6,5,2,10,1,3,3,0,0
0,0.0000,0,0.0000,16,129.3333,0.0000,0.0125,0.0000,0.6,5,2,6,1,1,3,0,0
0,0.0000,0,0.0000,2,162.0000,0.0000,0.0500,0.0000,0.0,5,2,4,1,4,3,0,0
2,96.0000,0,0.0000,5,122.0000,0.0286,0.0500,0.0000,0.0,5,1,1,1,15,3,1,0
7,228.1250,0,0.0000,71,1294.2512,0.0026,0.0150,4.5083,0.0,5,2,2,3,13,3,0,0
7,133.1667,2,80.0000,10,246.7917,0.0000,0.0083,0.0000,0.0,5,2,2,1,3,2,0,0
9,357.2500,3,115.0000,45,2889.2500,0.0000,0.0070,54.9759,0.0,5,2,2,1,4,3,0,1
0,0.0000,3,470.0000,84,3882.0258,0.0049,0.0209,10.2123,0.0,5,2,4,1,1,3,0,0
3,14.0000,0,0.0000,25,4207.6667,0.0083,0.0208,0.0000,0.0,5,2,2,3,13,3,1,0
1,6.0000,0,0.0000,18,199.5000,0.0167,0.0500,0.0000,0.4,5,3,2,4,2,3,0,0
0,0.0000,0,0.0000,28,2529.7500,0.0667,0.0883,0.0000,0.4,5,2,5,1,1,3,0,0
0,0.0000,0,0.0000,9,2081.0000,0.0444,0.1000,0.0000,0.0,5,2,5,2,1,3,0,0
2,418.6667,0,0.0000,21,1845.6667,0.0188,0.0239,23.0690,0.0,5,2,2,1,5,3,0,0
6,335.1190,1,8.0000,51,1927.0315,0.0040,0.0145,2.8468,1.0,5,1,1,9,3,3,1,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,7,3,3,0,0
0,0.0000,0,0.0000,11,831.9333,0.0000,0.0204,0.0000,0.8,5,3,2,6,14,3,0,0
1,10.0000,0,0.0000,82,706.2996,0.0000,0.0024,0.0000,1.0,5,2,2,4,2,3,1,0
9,329.2976,1,75.0000,32,1888.5476,0.0108,0.0259,24.6384,0.0,5,1,1,9,4,3,1,1
6,91.9848,3,58.9524,54,2407.3228,0.0034,0.0104,0.0000,0.0,5,3,2,3,4,3,0,0
2,47.0000,0,0.0000,42,1528.3825,0.0000,0.0048,17.6966,1.0,5,1,1,1,4,2,1,1
6,153.2750,3,394.0000,25,599.1000,0.0133,0.0302,22.3392,0.0,5,1,1,3,4,3,1,0
4,86.0000,0,0.0000,34,4656.8004,0.0063,0.0384,5.1855,0.0,5,2,2,1,2,3,0,0
0,0.0000,0,0.0000,5,151.2000,0.0000,0.0533,0.0000,0.8,5,7,1,3,1,3,0,0
6,89.0000,3,12.0000,75,5378.0459,0.0201,0.0464,4.3744,0.2,5,2,2,8,3,3,0,1
0,0.0000,0,0.0000,7,212.0000,0.0286,0.0286,0.0000,0.4,5,3,3,5,1,3,0,0
2,2.0000,0,0.0000,0,0.0000,0.1000,0.1000,0.0000,0.0,5,1,1,3,2,3,1,0
0,0.0000,0,0.0000,16,748.4000,0.0143,0.0357,43.1923,0.0,5,2,2,3,4,3,0,0
0,0.0000,0,0.0000,38,314.8333,0.0105,0.0316,0.0000,0.6,5,2,2,1,3,3,0,0
1,0.0000,0,0.0000,19,867.8333,0.0150,0.0283,0.0000,0.0,5,2,2,7,6,3,0,0
0,0.0000,2,56.0000,9,379.0000,0.0000,0.0300,0.0000,0.0,5,2,2,2,4,2,0,0
2,48.0000,0,0.0000,3,66.5000,0.0500,0.1000,0.0000,0.0,5,3,2,1,3,3,0,0
10,527.0000,3,213.0000,26,994.8222,0.0000,0.0034,0.0000,0.0,5,3,2,1,2,3,0,0
1,135.5000,0,0.0000,50,824.6667,0.0000,0.0039,0.0000,0.0,5,2,2,2,4,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.4,5,1,8,7,4,3,0,0
3,133.5000,4,191.0000,15,443.9333,0.0000,0.0200,0.0000,0.0,5,1,1,3,6,3,0,0
7,186.1000,0,0.0000,32,906.3000,0.0051,0.0256,20.9169,0.0,5,2,2,1,1,3,0,0
0,0.0000,0,0.0000,3,57.0000,0.0000,0.0667,0.0000,0.2,5,2,5,1,2,3,0,0
0,0.0000,0,0.0000,6,117.0000,0.0833,0.0889,0.0000,0.0,5,3,2,4,3,3,0,0
5,69.0000,4,163.0000,50,2424.7500,0.0000,0.0233,2.9732,0.0,5,2,2,3,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,4,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,1,1,3,0,0
0,0.0000,0,0.0000,3,311.0000,0.1000,0.1667,0.0000,0.6,5,1,1,1,3,3,0,0
4,91.0000,1,188.0000,160,2418.5290,0.0049,0.0174,0.5828,0.0,5,2,6,1,6,3,0,0
0,0.0000,0,0.0000,39,905.6000,0.0128,0.0212,0.0000,0.0,5,3,2,1,3,3,0,0
0,0.0000,0,0.0000,8,100.0000,0.0750,0.1250,0.0000,1.0,5,2,5,1,11,3,1,0
0,0.0000,0,0.0000,30,986.5000,0.0067,0.0233,0.0000,0.0,5,2,4,3,3,3,0,0
5,43.4000,0,0.0000,32,3121.5556,0.0093,0.0368,26.5455,0.0,5,2,4,4,2,3,0,0
4,32.6667,0,0.0000,34,1378.9667,0.0079,0.0172,18.4699,0.0,5,3,2,1,4,3,1,1
6,86.2000,0,0.0000,49,3003.4190,0.0105,0.0157,4.3769,0.4,5,1,1,4,4,3,0,0
0,0.0000,1,25.0000,43,2053.9333,0.0129,0.0390,0.0000,0.0,5,2,5,6,3,3,1,0
1,299.0000,0,0.0000,4,212.5000,0.0000,0.0400,0.0000,0.0,5,2,2,2,1,3,1,0
10,295.6941,0,0.0000,29,785.4744,0.0000,0.0015,34.9917,0.0,5,2,2,5,4,3,1,1
2,14.5000,0,0.0000,23,316.3333,0.0083,0.0308,0.0000,1.0,5,2,2,2,4,3,1,0
1,41.0000,4,360.0000,28,769.5000,0.0242,0.0424,19.3818,0.0,5,2,2,1,6,3,0,0
0,0.0000,0,0.0000,15,298.1667,0.0133,0.0444,0.0000,0.4,5,2,10,9,3,3,0,0
0,0.0000,1,48.0000,32,1808.3333,0.0500,0.0752,12.4841,0.4,5,3,2,8,1,3,0,1
0,0.0000,0,0.0000,30,1184.5000,0.0067,0.0483,0.0000,0.6,5,4,2,1,1,3,0,0
3,177.0000,0,0.0000,3,184.5000,0.0400,0.0333,0.0000,0.0,5,3,2,4,11,2,0,0
3,77.0000,5,243.0000,127,2573.8750,0.0003,0.0092,0.0000,0.0,5,2,2,4,3,3,0,0
5,187.2667,2,17.0000,64,2121.3043,0.0032,0.0180,4.8740,0.0,5,3,3,3,4,3,1,0
5,587.0000,0,0.0000,125,4639.4105,0.0124,0.0239,0.0000,0.6,5,3,2,1,4,3,0,0
3,76.5000,2,66.0000,16,315.3667,0.0000,0.0147,0.0000,0.0,5,3,2,1,3,3,1,0
1,35.0000,1,49.5000,11,1464.0000,0.0000,0.0205,32.9460,0.2,5,2,2,4,4,3,0,1
0,0.0000,2,236.0000,66,1483.5500,0.0000,0.0062,143.2115,0.0,5,2,4,3,3,3,1,1
1,7.0000,1,97.0000,53,2247.6083,0.0048,0.0168,32.6897,0.0,5,1,1,3,4,3,0,0
0,0.0000,0,0.0000,19,950.0000,0.0000,0.0111,0.0000,0.0,5,1,1,1,2,3,0,0
